Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,370.6844482421875,399.3500061035156,404.0,393.04998779296875,397.29998779296875,38131
2020-01-02,375.69683837890625,404.75,411.0,399.6000061035156,400.95001220703125,166789
2020-01-03,390.54833984375,420.75,425.0,398.29998779296875,404.5,248117
2020-01-06,386.0928955078125,415.95001220703125,422.0,401.04998779296875,417.79998779296875,190686
2020-01-07,387.0675048828125,417.0,434.0,411.3500061035156,422.0,188618
2020-01-08,386.9283142089844,416.8500061035156,424.0,402.8999938964844,411.25,154137
2020-01-09,384.05084228515625,413.75,426.45001220703125,410.1000061035156,420.0,80708
2020-01-10,377.4604797363281,406.6499938964844,421.5,404.0,415.0,72993
2020-01-13,391.52294921875,421.79998779296875,423.0,406.1000061035156,412.0,134523
2020-01-14,398.34539794921875,429.1499938964844,432.6499938964844,421.54998779296875,422.0,80723
2020-01-15,405.4927062988281,436.8500061035156,440.0,425.0,428.20001220703125,102688
2020-01-16,406.32806396484375,437.75,444.0,432.54998779296875,436.8500061035156,110985
2020-01-17,404.5180358886719,435.79998779296875,439.8500061035156,427.45001220703125,433.3500061035156,107640
2020-01-20,407.1170959472656,438.6000061035156,450.0,425.0,436.79998779296875,159166
2020-01-21,415.0997619628906,447.20001220703125,449.79998779296875,430.6000061035156,435.0,141648
2020-01-22,416.1672058105469,448.3500061035156,455.0,442.04998779296875,449.0,127192
2020-01-23,421.4116516113281,454.0,458.0,421.95001220703125,435.3500061035156,224069
2020-01-24,420.66912841796875,453.20001220703125,458.6000061035156,436.0,455.04998779296875,110974
2020-01-27,413.80023193359375,445.79998779296875,453.8500061035156,442.0,453.20001220703125,20238
2020-01-28,405.7711486816406,437.1499938964844,449.79998779296875,434.25,444.29998779296875,64667
2020-01-29,396.4425354003906,427.1000061035156,441.8500061035156,422.20001220703125,433.1499938964844,97027
2020-01-30,389.1560363769531,419.25,438.5,415.0,438.5,52832
2020-01-31,386.5105895996094,416.3999938964844,422.95001220703125,410.8999938964844,418.0,35013
2020-02-03,371.6590576171875,400.3999938964844,411.5,395.20001220703125,400.0,70497
2020-02-04,384.6541442871094,414.3999938964844,417.0,403.04998779296875,407.0,32311
2020-02-05,386.2785339355469,416.1499938964844,424.0,408.0,423.0,31319
2020-02-06,389.6665344238281,419.79998779296875,423.79998779296875,411.45001220703125,418.20001220703125,72158
2020-02-07,383.7259521484375,413.3999938964844,422.0,409.6000061035156,421.3999938964844,48638
2020-02-10,383.2618103027344,412.8999938964844,420.79998779296875,408.6499938964844,415.45001220703125,35379
2020-02-11,384.83978271484375,414.6000061035156,418.8999938964844,410.0,417.70001220703125,40392
