Symbol,Entry Date,Exit Date,Entry Price,Exit Price,Return %
SJVN,2021-10-18,2021-11-29,32.54999923706055,27.549999237060547,-15.360983462964683
RATNAMANI,2020-11-17,2021-12-06,1030.8333740234375,1291.5999755859375,25.296678215287493
DALBHARAT,2020-11-17,2021-12-06,982.0,1793.800048828125,82.66802941223268
PPL,2020-12-02,2021-12-06,87.80000305175781,143.8000030517578,63.781318967595226
JUBLFOOD,2020-11-17,2021-12-20,504.1300048828125,678.6599731445312,34.620031851166864
AMBUJACEM,2020-11-17,2021-12-20,268.04998779296875,350.29998779296875,30.684575170929197
FSL,2020-11-17,2021-12-20,75.9000015258789,154.5,103.55730816068771
INDIGO,2020-11-17,2021-12-20,1643.699951171875,1818.4000244140625,10.6284649529639
OIL,2021-06-28,2021-12-20,108.03333282470705,114.93333435058594,6.386919060503948
LOKESHMACH,2021-09-16,2021-12-20,57.650001525878906,48.79999923706055,-15.351261152778328
ITC,2021-09-22,2021-12-20,234.46986389160156,204.523193359375,-12.772076562500711
IOC,2021-09-29,2021-12-20,84.96666717529297,72.5,-14.672421067868003
HINDPETRO,2021-10-05,2021-12-20,209.63333129882812,184.6000061035156,-11.941481366638218
FEDERALBNK,2021-10-21,2021-12-20,96.5500030517578,81.05000305175781,-16.053857597177768
METROPOLIS,2021-12-28,2022-01-18,861.3375244140625,716.0999755859375,-16.861862476840884
ZEEL,2021-11-26,2022-01-21,342.54998779296875,289.3500061035156,-15.530574685527732
WIPRO,2021-12-30,2022-01-21,357.04998779296875,302.5249938964844,-15.270969264981481
HAVELLS,2020-11-17,2022-01-24,844.7000122070312,1179.949951171875,39.68863905765825
INDIANB,2021-10-12,2022-01-24,159.8000030517578,134.5500030517578,-15.801000949807086
ZENSARTECH,2020-11-20,2022-01-27,208.75,402.5499877929687,92.83831750561376
RADICO,2021-12-23,2022-02-04,1179.6500244140625,977.5999755859376,-17.127965468273864
IOB,2021-02-17,2022-02-14,15.699999809265137,19.25,22.611466457724916
CESC,2021-06-10,2022-02-14,77.51499938964844,80.94999694824219,4.431397259421854
SCI,2021-10-04,2022-02-14,131.6999969482422,117.5999984741211,-10.706149431166933
KSB,2021-10-29,2022-02-14,265.0899963378906,217.9600067138672,-17.77886388588965
GODREJIND,2022-01-12,2022-02-14,644.5,540.2000122070312,-16.183085770825258
IMFA,2020-11-17,2022-02-21,141.1999969482422,335.5,137.60623743000488
PANAMAPET,2020-11-24,2022-02-21,76.30000305175781,234.5,207.33943724868246
J%26KBANK,2021-06-18,2022-02-21,32.75,35.45000076293945,8.244277138746426
RVNL,2021-10-21,2022-02-21,35.900001525878906,32.349998474121094,-9.888587467604292
NOIDATOLL,2022-01-03,2022-02-21,8.75,7.099999904632568,-18.857143947056365
MOTHERSON,2022-01-14,2022-02-21,82.46666717529297,69.68888854980469,-15.494476814890012
PRAJIND,2022-01-14,2022-02-21,401.8500061035156,338.8500061035156,-15.677491363225549
NEWGEN,2020-11-19,2022-02-22,139.14999389648438,256.125,84.06396782922963
RKFORGE,2020-11-27,2022-02-22,90.52999877929688,168.61000061035156,86.24765589736276
FORTIS,2021-12-31,2022-02-22,297.29998779296875,249.3500061035156,-16.128484244286
MADRASFERT,2022-01-17,2022-02-22,36.849998474121094,30.25,-17.910444362042842
NHPC,2021-09-02,2022-02-23,28.049999237060547,28.25,0.7130152170385928
SPARC,2022-01-07,2022-02-23,327.1499938964844,277.8999938964844,-15.054256738144245
KAJARIACER,2020-11-17,2022-02-24,616.1500244140625,1122.1500244140625,82.12285643925578
PRINCEPIPE,2020-11-17,2022-02-24,267.6499938964844,617.8499755859375,130.84251435660246
GRASIM,2020-11-17,2022-02-24,839.5617065429688,1538.233642578125,83.21865213601167
HFCL,2020-11-18,2022-02-24,19.149999618530273,63.849998474121094,233.42036420897568
TATACHEM,2020-11-19,2022-02-24,353.04998779296875,785.5999755859375,122.51805771102858
IEX,2020-11-27,2022-02-24,72.56666564941406,193.4499969482422,166.58245244840484
ORIENTCEM,2020-12-18,2022-02-24,86.4000015258789,140.8000030517578,62.96296361706055
MENONBE,2021-05-24,2022-02-24,65.0999984741211,74.19999694824219,13.978492607397786
NTPC,2021-09-15,2022-02-24,124.1999969482422,124.4000015258789,0.1610342854678537
MANAKSIA,2021-12-29,2022-02-24,78.5999984741211,65.05000305175781,-17.239180261338806
RAJESHEXPO,2022-01-03,2022-02-24,852.5499877929688,721.75,-15.342207455961155
ABFRL,2022-01-13,2022-02-24,308.45001220703125,250.8000030517578,-18.690227548630745
CANBK,2022-01-31,2022-02-24,50.59000015258789,41.65999984741211,-17.651710374068806
RAYMOND,2022-01-20,2022-03-07,789.4000244140625,657.9000244140625,-16.65822091880561
BRIGADE,2022-01-20,2022-03-07,517.75,435.6000061035156,-15.86672986894918
SBIN,2022-01-31,2022-03-07,538.2999877929688,440.2999877929687,-18.205462051336895
FEDERALBNK,2022-02-10,2022-03-07,104.4499969482422,87.4000015258789,-16.32359590284338
MAXHEALTH,2021-12-13,2022-03-17,399.3999938964844,334.6000061035156,-16.224333696350403
RPOWER,2021-03-05,2022-03-28,4.699999809265137,12.350000381469728,162.76597622672452
SPAL,2021-12-02,2022-03-28,425.7999877929687,359.5,-15.570688044548486
REDINGTON,2020-11-19,2022-03-29,68.9000015258789,138.85000610351562,101.5239521458696
IMFA,2022-04-11,2022-04-25,491.75,408.4500122070313,-16.939499296994143
APOLLOHOSP,2020-11-17,2022-05-02,2307.35009765625,4304.75,86.56683285179221
MANAKCOAT,2021-10-14,2022-05-02,18.5,24.049999237060547,29.99999587600295
HINDALCO,2020-11-24,2022-05-04,226.0,461.6499938964844,104.26990880375415
BRIGADE,2022-03-17,2022-05-04,529.1500244140625,446.7999877929687,-15.56270109073159
INTELLECT,2022-03-25,2022-05-05,858.7999877929688,712.25,-17.064507437824695
NATIONALUM,2021-02-01,2022-05-06,49.29999923706055,98.5999984741211,100.0
DELTACORP,2021-09-07,2022-05-06,223.3000030517578,250.1000061035156,12.0017925147748
UNOMINDA,2021-12-13,2022-05-06,519.2999877929688,438.0750122070313,-15.641243499955504
CIPLA,2022-03-11,2022-05-06,1043.949951171875,934.75,-10.460266897785065
SCHNEIDER,2022-04-22,2022-05-06,147.25,122.3499984741211,-16.91001801417922
MASTEK,2020-11-17,2022-05-09,1042.449951171875,2607.25,150.10793056002808
TANLA,2020-11-17,2022-05-09,414.9500122070313,1308.949951171875,215.4476232473997
NETWORK18,2021-06-10,2022-05-09,53.5,74.19999694824219,38.69158308082652
ABFRL,2022-04-06,2022-05-09,315.54998779296875,262.6000061035156,-16.780219850362798
VEDL,2022-02-09,2022-05-10,376.6499938964844,330.3500061035156,-12.292576275918776
MAITHANALL,2022-03-11,2022-05-10,1284.800048828125,1057.6500244140625,-17.67979574885973
TRENT,2022-03-17,2022-05-10,1262.050048828125,1060.1500244140625,-15.99778270295512
JSWSTEEL,2022-04-11,2022-05-10,767.4000244140625,645.2999877929688,-15.910872131431264
PANAMAPET,2022-04-13,2022-05-10,336.3500061035156,283.6499938964844,-15.668206109921169
IIFL,2022-04-13,2022-05-10,366.9500122070313,299.1499938964844,-18.476636068973484
ADANIPORTS,2022-04-26,2022-05-10,909.5,769.0999755859375,-15.437056010342221
NHPC,2022-04-21,2022-05-11,36.04999923706055,30.600000381469727,-15.117888962361048
POONAWALLA,2021-02-08,2022-05-12,70.3499984741211,216.5,207.7469860637475
TTL,2021-05-26,2022-05-12,6.054999828338623,8.925000190734863,47.39885125948409
BALRAMCHIN,2022-01-04,2022-05-12,427.2999877929687,381.6000061035156,-10.695058037678951
CHOLAFIN,2022-02-04,2022-05-12,675.7000122070312,609.2000122070312,-9.841645522958009
KEI,2022-03-31,2022-05-12,1261.0,1053.5999755859375,-16.447266012217487
PPL,2022-04-26,2022-05-12,194.75,163.8000030517578,-15.892167880997278
BANKBARODA,2022-01-31,2022-05-13,107.5500030517578,95.0,-11.66899367331322
BHARTIARTL,2022-04-04,2022-05-19,767.7999877929688,674.25,-12.18416114616998
SARDAEN,2020-11-17,2022-05-23,30.645000457763672,83.25499725341797,171.67562737733934
JINDALSTEL,2022-03-22,2022-05-23,493.1000061035156,395.5499877929687,-19.7830089440454
CHAMBLFERT,2020-11-17,2022-05-25,186.1999969482422,358.3999938964844,92.48120288428814
WELCORP,2022-05-20,2022-05-25,244.8999938964844,194.6000061035156,-20.53899103575718
ONGC,2021-09-16,2022-05-27,128.6999969482422,143.8000030517578,11.732716753356431
GAIL,2022-04-13,2022-05-27,112.43333435058594,95.1999969482422,-15.32760502201892
SUNPHARMA,2021-12-31,2022-06-15,845.7000122070312,822.2999877929688,-2.7669414776281265
VIPCLOTHNG,2020-12-07,2022-06-16,12.149999618530272,22.399999618530273,84.36214256638715
TRIVENI,2021-02-26,2022-06-16,87.30000305175781,240.75,175.77318623604842
MINDACORP,2021-10-28,2022-06-17,147.89999389648438,178.85000610351562,20.92631067225956
LOKESHMACH,2021-12-22,2022-06-17,58.79999923706055,68.94999694824219,17.261901093332476
TATAPOWER,2020-11-27,2022-06-20,64.9000015258789,194.8999938964844,200.30814994475455
KPRMILL,2021-12-13,2022-06-20,544.1500244140625,524.8499755859375,-3.546824949407501
SIMPLEXINF,2022-04-08,2022-06-20,63.75,53.25,-16.470588235294116
MANAKSIA,2022-04-11,2022-06-20,83.4000015258789,69.69999694824219,-16.42686370141807
GESHIP,2022-05-18,2022-06-20,440.8999938964844,370.0,-16.08074277114425
OIL,2022-06-06,2022-06-20,185.9333343505859,151.3333282470703,-18.608823546549047
NTPC,2022-04-06,2022-06-23,153.0,136.5,-10.784313725490192
POWERGRID,2021-02-03,2022-07-01,116.15628051757812,154.875,33.333298302851986
SHANTI,2022-05-24,2022-07-22,29.149999618530273,24.899999618530273,-14.579760053575885
MOL,2022-07-19,2022-08-10,142.0500030517578,120.6999969482422,-15.029923016429958
LOKESHMACH,2022-08-10,2022-08-12,102.3000030517578,85.9000015258789,-16.031281560745846
SIGMA,2021-11-03,2022-08-18,140.66000366210938,208.8000030517578,48.44305247803986
NOIDATOLL,2022-09-12,2022-09-20,10.100000381469728,8.300000190734863,-17.821783393565905
FORTIS,2022-09-19,2022-09-22,321.04998779296875,265.54998779296875,-17.28702760013483
RPOWER,2022-09-01,2022-09-23,20.149999618530273,16.899999618530273,-16.129032563411293
VINATIORGA,2022-08-02,2022-09-29,2229.75,2009.4000244140625,-9.88227270258717
ADANIPORTS,2022-09-12,2022-10-03,938.5,784.4000244140625,-16.41981625849094
OBEROIRLTY,2022-09-01,2022-10-17,1036.0,857.5999755859375,-17.220079576646963
SIGMA,2022-10-14,2022-10-25,302.8999938964844,247.0500030517578,-18.4384258732647
PITTIENG,2020-12-04,2022-11-02,49.849998474121094,278.8999938964844,459.47844018745815
COROMANDEL,2022-05-17,2022-11-10,942.75,927.9000244140624,-1.5751764079488306
DEVYANI,2022-08-11,2022-11-10,203.6000061035156,174.10000610351562,-14.489194064660982
MADRASFERT,2022-03-22,2022-11-18,43.79999923706055,44.75,2.1689515513407365
MAHLIFE,2022-02-10,2022-11-21,320.79998779296875,380.1499938964844,18.50062604797158
BRIGADE,2022-09-05,2022-11-22,536.3499755859375,468.1499938964844,-12.71557467956399
MENONBE,2022-09-12,2022-11-22,113.0,95.9000015258789,-15.132742012496546
PRAJIND,2022-10-06,2022-12-05,443.6499938964844,378.3999938964844,-14.707539929601488
TATACHEM,2022-08-12,2022-12-16,1118.9000244140625,991.5,-11.386184791691145
MAHSEAMLES,2022-01-06,2022-12-19,282.7250061035156,325.54998779296875,15.147221068154604
SHANKARA,2022-02-16,2022-12-21,680.75,680.5999755859375,-0.022038107096955528
POONAWALLA,2022-10-19,2022-12-21,334.25,274.20001220703125,-17.965590962743082
ADANIPOWER,2022-03-29,2022-12-22,34.709999084472656,55.20000076293945,59.03198564944041
LOKESHMACH,2022-08-29,2022-12-22,117.6999969482422,97.6500015258789,-17.034830876996665
ABFRL,2022-09-07,2022-12-22,322.0,292.3999938964844,-9.19254847935268
EICHERMOT,2022-07-11,2022-12-23,3046.85009765625,3113.64990234375,2.192421764985575
TRENT,2022-08-11,2022-12-23,1340.1500244140625,1284.4000244140625,-4.159982015772812
PIDILITIND,2022-09-01,2022-12-23,1410.1500244140625,1245.125,-11.702657274543027
WELCORP,2022-09-05,2022-12-23,254.1000061035156,203.8500061035156,-19.77567839157355
IOB,2022-12-13,2022-12-23,30.850000381469727,26.200000762939453,-15.072932126520588
CHOLAFIN,2022-08-05,2023-01-05,771.2000122070312,683.25,-11.404306381600627
CONCOR,2022-09-09,2023-01-17,752.7000122070312,695.4500122070312,-7.6059517831193135
PCJEWELLER,2022-07-11,2023-01-24,3.5,6.190000057220459,76.8571444920131
AMBUJACEM,2022-09-07,2023-01-25,448.8999938964844,460.2000122070313,2.5172685373554993
ADANIENT,2020-11-17,2023-01-27,394.2999877929687,2761.449951171875,600.3423881975374
RENUKA,2021-05-12,2023-01-27,14.050000190734863,49.650001525878906,253.3807889811996
SBIN,2022-08-02,2023-01-27,542.0999755859375,539.9500122070312,-0.3965990547375342
ICICIBANK,2022-08-10,2023-01-27,848.75,817.2000122070312,-3.7172297841494895
BEL,2020-12-03,2023-01-30,38.33333206176758,88.94999694824219,132.04347799694153
SBILIFE,2022-07-29,2023-02-01,1294.4000244140625,1109.4000244140625,-14.29233594798055
SCHAEFFLER,2022-05-30,2023-02-03,2316.800048828125,2584.14990234375,11.53961705287665
SJVN,2022-09-22,2023-02-03,32.75,32.25,-1.526717557251911
JKTYRE,2022-09-15,2023-02-07,186.8999938964844,155.5,-16.80042531936917
PANAMAPET,2022-11-18,2023-02-09,352.75,305.54998779296875,-13.38058460865521
RITES,2022-10-03,2023-02-22,168.60000610351562,156.02499389648438,-7.458488583512002
BHEL,2022-11-25,2023-02-22,81.94999694824219,68.80000305175781,-16.046362887346564
BHARTIARTL,2022-09-13,2023-02-24,784.25,757.0999755859375,-3.4619093929311395
JSWSTEEL,2022-12-29,2023-02-24,769.4000244140625,685.0,-10.969589515978695
KRBL,2022-09-01,2023-02-28,328.54998779296875,338.75,3.1045541275316113
CGCL,2020-11-18,2023-03-10,246.55398559570312,661.1500244140625,168.15629153860448
M&M,2022-05-30,2023-03-13,998.3499755859376,1193.449951171875,19.542242736214032
REDINGTON,2022-11-24,2023-03-14,176.1999969482422,161.0500030517578,-8.59818056690126
CENTRALBK,2022-12-07,2023-03-14,28.149999618530273,24.25,-13.854350520001512
AXISBANK,2022-10-21,2023-03-15,900.4000244140625,824.0499877929688,-8.479568475220633
COALINDIA,2022-08-02,2023-03-24,215.25,208.4499969482422,-3.1591187232324347
SCHNEIDER,2022-09-08,2023-03-24,157.0,152.14999389648438,-3.0891758621118592
RAYMOND,2022-03-30,2023-03-28,837.7000122070312,1109.199951171875,32.41016294717978
MADRASFERT,2022-12-07,2023-03-28,60.70000076293945,54.45000076293945,-10.296540233020812
SHOPERSTOP,2022-03-17,2023-04-06,404.0499877929687,612.2999877929688,51.54065246667088
MPSLTD,2023-02-02,2023-04-25,1049.550048828125,850.5999755859375,-18.955749034009873
SUNPHARMA,2022-09-30,2023-05-10,948.6500244140624,953.7999877929688,0.5428728452399723
JINDALSTEL,2022-12-27,2023-05-23,575.9500122070312,520.8499755859375,-9.566808829459228
FEDERALBNK,2022-07-19,2023-05-25,107.0500030517578,123.25,15.13311208446173
GODFRYPHLP,2022-10-25,2023-06-26,496.76666259765625,541.8666381835938,9.078704144538197
HDFCBANK,2023-01-24,2023-08-17,847.75,798.6500244140625,-5.7917989485033905
SHAKTIPUMP,2023-09-04,2023-09-12,150.10833740234375,125.40833282470705,-16.45478526048284
SHOPERSTOP,2023-06-19,2023-09-13,803.0,692.1500244140625,-13.80448014768836
KRBL,2023-09-07,2023-10-09,461.1000061035156,385.1499938964844,-16.471483669852894
CASTROLIND,2023-09-07,2023-10-09,160.14999389648438,134.9499969482422,-15.735246898935651
SIEMENS,2022-07-04,2023-10-20,1480.1485595703125,2020.3348388671875,36.495409586027726
SYNGENE,2023-04-28,2023-10-20,677.0,709.25,4.763663220088632
ICICIBANK,2023-05-19,2023-10-25,954.2999877929688,916.0999755859376,-4.0029354181778
M%26MFIN,2023-02-03,2023-10-26,243.6000061035156,269.79998779296875,10.755328831280785
JSWSTEEL,2023-06-16,2023-10-26,776.0999755859375,728.7000122070312,-6.107455852336596
IOC,2023-07-03,2023-10-26,95.25,86.19999694824219,-9.50131553990321
DEVYANI,2023-09-05,2023-10-26,215.5500030517578,184.0500030517578,-14.613778498734808
MMTC,2023-09-05,2023-10-27,63.0,51.900001525878906,-17.619045197017613
MARICO,2023-08-09,2023-10-30,585.1500244140625,532.2000122070312,-9.048963513255003
JINDALSTEL,2023-07-05,2023-11-01,624.6500244140625,585.0499877929688,-6.339555762963367
SCI,2023-10-17,2023-11-06,157.6999969482422,132.10000610351562,-16.233348979156027
RAYMOND,2023-04-26,2023-11-28,1611.8499755859375,1579.75,-1.9914989652972226
VIPCLOTHNG,2022-09-19,2023-12-06,34.349998474121094,44.849998474121094,30.567686947382498
MANAKSIA,2023-01-31,2023-12-20,112.0,129.75,15.84821428571428
CGCL,2023-06-06,2024-01-01,760.0499877929688,193.7250061035156,-74.51154408066583
LIKHITHA,2022-11-30,2024-01-17,234.875,267.79998779296875,14.01808953399415
IDFCFIRSTB,2023-05-26,2024-01-24,69.8499984741211,79.5999984741211,13.95848276734366
PRAJIND,2023-08-08,2024-02-02,469.75,477.25,1.5965939329430467
ITC,2022-04-08,2024-02-08,257.86871337890625,399.176513671875,54.798350075658206
SUNDRMFAST,2023-01-05,2024-02-09,1004.5999755859376,1128.5999755859375,12.343221482528532
MMTC,2024-02-05,2024-02-13,92.1999969482422,77.4000015258789,-16.052056303940542
UNOMINDA,2023-08-17,2024-02-15,636.8499755859375,607.9500122070312,-4.537954696836833
CHOLAFIN,2023-04-06,2024-02-21,841.4000244140625,1085.550048828125,29.01711639289346
MENONBE,2023-05-11,2024-02-28,131.39999389648438,131.0500030517578,-0.2663552975522121
SUVEN,2024-01-11,2024-02-28,121.1999969482422,101.5999984741211,-16.17161630993372
TRIVENI,2023-09-11,2024-03-01,355.0,322.3999938964844,-9.183100310849468
NETWORK18,2024-01-10,2024-03-04,119.4000015258789,100.25,-16.03852703613937
IIFL,2022-10-27,2024-03-05,400.8999938964844,477.75,19.169370734228288
SIGMA,2023-06-08,2024-03-05,312.8999938964844,404.6000061035156,29.306492168666544
SHALBY,2023-08-22,2024-03-05,217.4499969482422,246.3000030517578,13.267420790253004
NOIDATOLL,2023-11-08,2024-03-06,10.550000190734863,9.550000190734863,-9.47867281441579
RATNAMANI,2022-03-21,2024-03-07,1525.4666748046875,2845.199951171875,86.51341246351114
SARDAEN,2023-06-12,2024-03-12,137.5850067138672,196.0,42.45738302547552
PATANJALI,2023-12-06,2024-03-12,525.6500244140625,459.2833251953125,-12.625643705187384
PARAGMILK,2023-07-24,2024-03-13,159.5500030517578,192.8500061035156,20.871201764223922
PPL,2023-08-03,2024-03-13,228.0500030517578,332.6499938964844,45.86712977196792
ORIENTCEM,2023-08-09,2024-03-13,193.8999938964844,201.9499969482422,4.1516262533021875
SUNTV,2023-08-30,2024-03-13,613.4500122070312,585.75,-4.515447331621026
MADRASFERT,2023-12-04,2024-03-13,93.1500015258789,79.0999984741211,-15.083202170269905
RPOWER,2023-12-08,2024-03-13,23.950000762939453,20.399999618530273,-14.822551279006635
HFCL,2024-01-24,2024-03-13,105.6500015258789,83.69999694824219,-20.7761516901257
RKFORGE,2022-12-12,2024-03-14,244.1499938964844,618.75,153.43027461321168
SIMPLEXINF,2024-02-19,2024-03-15,104.0,87.0,-16.346153846153843
RPOWER,2024-04-04,2024-04-12,33.349998474121094,27.350000381469727,-17.990999601715853
SPARC,2024-01-03,2024-04-22,387.25,315.95001220703125,-18.411875479139773
CYIENT,2023-05-10,2024-05-02,1257.3499755859375,1798.300048828125,43.023031275767075
SONATSOFTW,2023-02-20,2024-05-07,367.9249877929687,638.2000122070312,73.45927386865779
JPASSOCIAT,2023-11-01,2024-05-09,16.049999237060547,16.700000762939453,4.049853936304304
MAHSEAMLES,2023-05-12,2024-05-22,443.8999938964844,753.5,69.74544049570612
NESTLEIND,2023-04-26,2024-05-30,1051.3125,1202.4000244140625,14.371323884578802
SARDAEN,2024-05-02,2024-05-30,263.8999938964844,220.1499938964844,-16.578249720294057
SOUTHBANK,2022-10-27,2024-06-04,13.899999618530272,25.299999237060547,82.01438799561393
J%26KBANK,2022-12-05,2024-06-04,51.25,108.5500030517578,111.80488400342985
POONAWALLA,2023-05-18,2024-06-04,336.0,423.0499877929687,25.907734462193055
WELCORP,2023-07-10,2024-06-04,307.5,471.25,53.2520325203252
MADRASFERT,2024-06-20,2024-06-24,128.72999572753906,108.44000244140624,-15.761667023649418
BANKBARODA,2022-08-02,2024-08-05,121.75,239.9499969482422,97.08418640512706
UNIONBANK,2022-11-04,2024-08-05,55.25,125.7300033569336,127.56561693562642
REDINGTON,2024-02-05,2024-08-05,203.8500061035156,190.2599945068359,-6.666672155888309
TATASTEEL,2024-03-04,2024-08-05,153.10000610351562,149.82000732421875,-2.1423897116497614
MADRASFERT,2024-07-09,2024-08-05,130.0800018310547,106.02999877929688,-18.488624472033354
MAHLIFE,2023-08-30,2024-08-06,559.3499755859375,564.75,0.9654106819984687
SAIL,2024-04-02,2024-08-09,147.85000610351562,129.35000610351562,-12.512681255520153
NMDC,2023-10-12,2024-08-14,53.0,70.3133316040039,32.66666340378095
LOKESHMACH,2023-05-02,2024-08-23,147.25,350.6000061035156,138.09847613141977
MSTCLTD,2023-12-13,2024-09-03,513.0499877929688,761.6500244140625,48.455324536799594
CANBK,2022-10-24,2024-09-06,54.099998474121094,103.37999725341795,91.09057332574622
UCOBANK,2022-11-21,2024-09-06,18.649999618530273,49.029998779296875,162.89544119122462
KIOCL,2023-09-18,2024-09-09,314.6000061035156,391.6000061035156,24.475524000677872
PNB,2023-09-04,2024-09-11,67.4000015258789,107.45999908447266,59.436196812565825
HINDZINC,2024-04-09,2024-09-11,398.3999938964844,476.5499877929687,19.61596262393264
